id,kural_number,text,active
quote_0263,263,"துறந்தார்க்குத் துப்புரவு வேண்டி மறந்தார்கொல்
மற்றை யவர்கள் தவம்.",1
quote_0264,264,"ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும்
எண்ணின் தவத்தான் வரும்.",1
quote_0265,265,"வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம்
ஈண்டு முயலப் படும்.",1
quote_0266,266,"தவஞ் செய்வார் தங்கருமஞ் செய்வார்மற்
றல்லார் அவஞ்செய்வார் ஆசையுட் பட்டு.",1
quote_0267,267,"சுடச்சுடரும் பொன்போல் ஒளிவிடும் துன்பஞ்
சுடச்சுட நோற்கிற் பவர்க்கு.",1
quote_0268,268,"தன்னுயிர் தான்அறப் பெற்றானை ஏனைய
மன்னுயி ரெல்லாந் தொழும்.",1
quote_0269,269,"கூற்றம் குதித்தலும் கைகூடும் நோற்றலின்
ஆற்றல் தலைப்பட் டவர்க்குல்.",1
quote_0270,270,"இலர்பல ராகிய காரணம் நோற்பார்
சிலர்பலர் நோலா தவர்.",1
quote_0271,271,"வஞ்ச மனத்தான் படிற்றொழுக்கம் பூதங்கள்
ஐந்தும் அகத்தே நகும்.",1
quote_0272,272,"வானுயர் தோற்றம் எவன்செய்யும் தன்னெஞ்சம்
தான்அறி குற்றப் படின்.",1
quote_0273,273,"வலியில் நிலைமையான் வல்லுருவம் பெற்றம்
புலியின்தோல் போர்த்துமேய்ந் தற்று.",1
quote_0274,274,"தவமறைந்து அல்லவை செய்தல் புதல்மறைந்து
வேட்டுவன் புள்சிமிழ்த் தற்று.",1
quote_0275,275,"பற்றற்றேம் என்பார் படிற்றொழுக்கம் எற்றெற்றென்று
ஏதம் பலவுந் தரும்.",1
quote_0276,276,"நெஞ்சின் துறவார் துறந்தார்போல் வஞ்சித்து
வாழ்வாரின் வன்கணார் இல்.",1
quote_0277,277,"புறங்குன்றி கண்டனைய ரேனும் அகங்குன்றி
முக்கிற் கரியார் உடைத்து.",1
quote_0278,278,"மனத்தது மாசாக மாண்டார் நீராடி
மறைந்தொழுகு மாந்தர் பலர்.",1
quote_0279,279,"கணைகொடிது யாழ்கோடு செவ்விதுஆங் கன்ன
வினைபடு பாலால் கொளல்.",1
quote_0280,280,"மழித்தலும் நீட்டலும் வேண்டா உலகம்
பழித்தது ஒழித்து விடின்.",1
quote_0281,281,"எள்ளாமை வேண்டுவான் என்பான் எனைத்தொன்றும்
கள்ளாமை காக்கதன் நெஞ்சு.",1
quote_0282,282,"உள்ளத்தால் உள்ளலும் தீதே பிறன்பொருளைக்
கள்ளத்தால் கள்வேம் எனல்.",1
quote_0283,283,"களவினால் ஆகிய ஆக்கம் அளவிறந்து
ஆவது போலக் கெடும்.",1
quote_0284,284,"களவின்கண் கன்றிய காதல் விளைவின்கண்
வீயா விழுமம் தரும்.",1
quote_0285,285,"அருள்கருதி அன்புடைய ராதல் பொருள்கருதிப்
பொச்சாப்புப் பார்ப்பார்கண் இல்.",1
quote_0286,286,"அளவின்கண் நின்றொழுகல் ஆற்றார் களவின்கண்
கன்றிய காத லவர்.",1
quote_0287,287,"களவென்னும் காரறி வாண்மை அளவென்னும்
ஆற்றல் புரிந்தார்கண்ட இல்.",1
quote_0288,288,"அளவற஧ந்தார் நெஞ்சத் தறம்போல நிற்கும்
களவறிந்தார் நெஞ்சில் கரவு.",1
quote_0289,289,"அளவல்ல செய்தாங்கே வீவர் களவல்ல
மற்றைய தேற்றா தவர்.",1
quote_0290,290,"கள்வார்க்குத் தள்ளும் உயிர்நிலை கள்வார்க்குத்
தள்ளாது புத்தே ளுளகு.",1
quote_0291,291,"வாய்மை எனப்படுவது யாதெனின் யாதொன்றும்
தீமை இலாத சொலல்.",1
quote_0292,292,"பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த
நன்மை பயக்கும் எனின்.",1
quote_0293,293,"தன்நெஞ் சறிவது பொய்யற்க பொய்த்தபின்
தன்நெஞ்சே தன்னைச் சுடும்.",1
quote_0294,294,"உள்ளத்தாற் பொய்யா தொழுகின் உலகத்தார்
உள்ளத்து ளெல்லாம் உளன்.",1
quote_0295,295,"மனத்தொடு வாய்மை மொழியின் தவத்தொடு
தானஞ்செய் வாரின் தலை.",1
quote_0296,296,"பொய்யாமை அன்ன புகழில்லை எய்யாமை
எல்லா அறமுந் தரும்.",1
quote_0297,297,"பொய்யாமை பொய்யாமை ஆற்றின் அறம்பிற
செய்யாமை செய்யாமை நன்று.",1
quote_0298,298,"புறள்தூய்மை நீரான் அமையும் அகந்தூய்மை
வாய்மையால் காணப் படும்.",1
quote_0299,299,"எல்லா விளக்கும் விளக்கல்ல சான்றோர்க்குப்
பொய்யா விளக்கே விளக்கு.",1
quote_0300,300,"யாமெய்யாக் கண்டவற்றுள் இல்லை எனைத்தொன்றும்
வாய்மையின் நல்ல பிற.",1
quote_0301,301,"செல்லிடத்துக் காப்பான் சினங்காப்பான் அல்லிடத்துக்
காக்கின்என் காவாக்கால் என்?",1
quote_0302,302,"செல்லா இடத்துச் சினந்தீது செல்லிடத்தும்
இல்அதனின் தீய பிற.",1
quote_0303,303,"மறத்தல் வெகுளியை யார்மாட்டும் தீய
பிறத்தல் அதனான் வரும்.",1
quote_0304,304,"நகையும் உவகையும் கொல்லும் சினத்தின்
பகையும் உளவோ பிற.",1
quote_0305,305,"தன்னைத்தான் காக்கின் சினங்காக்க காவாக்கால்
தன்னையே கொல்லுஞ் சினம்.",1
quote_0306,306,"சினமென்னும் சேர்ந்தாரைக் கொல்லி இனமென்னும்
ஏமப் புணையைச் சுடும்.",1
quote_0307,307,"சினத்தைப் பொருளென்று கொண்டவன் கேடு
நிலத்தறைந்தான் கைபிழையா தற்று.",1
quote_0308,308,"இணர்எரி தோய்வன்ன இன்னா செயினும்
புணரின் வெகுளாமை நன்று.",1
quote_0309,309,"உள்ளிய தெல்லாம் உடனெய்தும் உள்ளத்தால்
உள்ளான் வெகுளி எனின்.",1
quote_0310,310,"இறந்தார் இறந்தார் அனையர் சினத்தைத்
துறந்தார் துறந்தார் துணை.",1
quote_0311,311,"சிறப்பீனும் செல்வம் பெறினும் பிறர்க்கு
இன்னா செய்யாமை மாசற்றார் கோள்.",1
quote_0312,312,"கறுத்துஇன்னா செய்தவக் கண்ணும் மறுத்தின்னா
செய்யாமை மாசற்றார் கோள்.",1
quote_0313,313,"செய்யாமல் செற்றார்க்கும் இன்னாத செய்தபின்
உய்யா விழுமந் தரும்.",1
quote_0314,314,"இன்னாசெய் தாரை ஒறுத்தல் அவர்நாண
நன்னயஞ் செய்து விடல்.",1
quote_0315,315,"அறிவினான் ஆகுவ துண்டோ பிறிதின்நோய்
தந்நோய்போல் போற்றாக் கடை.",1
quote_0316,316,"இன்னா எனத்தான் உணர்ந்தவை துன்னாமை
வேண்டும் பிறன்கண் செயல்.",1
quote_0317,317,"எனைத்தானும் எஞ்ஞான்றும் யார்க்கும் மனத்தானாம்
மாணாசெய் யாமை தலை.",1
quote_0318,318,"தன்னுயிர்ககு ஏன்னாமை தானறிவான் என்கொலோ
மன்னுயிர்க்கு இன்னா செயல்.",1
quote_0319,319,"பிறர்க்கின்னா முற்பகல் செய்யின் தமக்கு
இன்னா பிற்பகல் தாமே வரும்.",1
quote_0320,320,"நோயெல்லாம் நோய்செய்தார் மேலவாம் நோய்செய்யார்
நோயின்மை வேண்டு பவர்.",1
quote_0321,321,"அறவினை யாதெனின் கொல்லாமை கோறல்
பிறவினை எல்லாந் தரும்.",1
quote_0322,322,"பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர்
தொகுத்தவற்றுள் எல்லாந் தலை.",1
quote_0323,323,"ஒன்றாக நல்லது கொல்லாமை மற்றதன்
பின்சாரப் பொய்யாமை நன்று.",1
quote_0324,324,"நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும்
கொல்லாமை சூழும் நெறி.",1
quote_0325,325,"நிலைஅஞ்சி நீத்தாருள் எல்லாம் கொலைஅஞ்சிக்
கொல்லாமை சூழ்வான் தலை.",1
quote_0326,326,"கொல்லாமை மேற்கொண் டொழுகுவான் வாழ்நாள்மேல்
செல்லாது உயிருண்ணுங் கூற்று.",1
quote_0327,327,"தன்னுயிர் நீப்பினும் செய்யற்க தான்பிறிது
இன்னுயிர் நீக்கும் வினை.",1
quote_0328,328,"நன்றாகும் ஆக்கம் பெரிதெனினும் சான்றோர்க்குக்
கொன்றாகும் ஆக்கங் கடை.",1
quote_0329,329,"கொலைவினைய ராகிய மாக்கள் புலைவினையர்
புன்மை தெரிவா ரகத்து.",1
quote_0330,330,"உயிர் உடம்பின் நீக்கியார் என்ப
செயிர் உடம்பின் செல்லாத்தீ வாழ்க்கை யவர்.",1
quote_0331,331,"நில்லாத வற்றை நிலையின என்றுணரும்
புல்லறி வாண்மை கடை.",1
quote_0332,332,"கூத்தாட்டு அவைக் குழாத் தற்றே
பெருஞ்செல்வம் போக்கும் அதுவிளிந் தற்று.",1
quote_0333,333,"அற்கா இயல்பிற்றுச் செல்வம் அதுபெற்றால்
அற்குப ஆங்கே செயல்.",1
quote_0334,334,"நாளென ஒன்றுபோற் காட்டி உயிர்
ஈரும் வாளது உணர்வார்ப் பெறின்.",1
quote_0335,335,"நாச்செற்று விக்குள்மேல் வாராமுன் நல்வினை
மேற்சென்று செய்யப் படும்",1
quote_0336,336,"நெருநல் உளனொருவன் இன்றில்லை என்னும்
பெருமை உடைத்துஇவ் வுலகு.",1
quote_0337,337,"ஒருபொழுதும் வாழ்வது அறியார் கருதுப
கோடியும் அல்ல பல.",1
quote_0338,338,"குடம்பை தனித்து ஒழியப் புள்பறந்
தற்றே உடம்பொடு உயிரிடை நட்பு.",1
quote_0339,339,"உறங்கு வதுபோலுஞ் சாக்காடு உறங்கி
விழிப்பது போலும் பிறப்பு.",1
quote_0340,340,"புக்கில் அமைந்தின்று கொல்லோ உடம்பினுள்
துச்சில் இருந்த உயிர்க்கு.",1
quote_0341,341,"யாதனின் யாதனின் நீங்கியான் நோதல்
அதனின் அதனின் இலன்.",1
quote_0342,342,"வேண்டின் உண் டாகத் துறக்க
துறந்தபின் ஈண்டுஇயற் பால பல.",1
quote_0343,343,"அடல்வேண்டும் ஐந்தன் புலத்தை விடல்வேண்டும்
வேண்டிய வெல்லாம் ஒருங்கு.",1
quote_0344,344,"இயல்பாகும் நோன்பிற்கொன்று இன்மை உடைமை
மயலாகும் மற்றும் பெயர்த்து.",1
quote_0345,345,"மற்றும் தொடர்ப்பாடு எவன்கொல் பிறப்பறுக்கல்
உற்றார்க்கு உடம்பும் மிகை.",1
quote_0346,346,"யான் எனது என்னும் செருக்கு
அறுப்பான் வானோர்க்கு உயர்ந்த உலகம் புகும்.",1
quote_0347,347,"பற்றி விடாஅ இடும்பைகள் பற்றினைப்
பற்றி விடாஅ தவர் க்கு.",1
quote_0348,348,"தலைப்பட்டார் தீரத் துறந்தார் மயங்கி
வலைப்பட்டார் மற்றை யவர்.",1
quote_0349,349,"பற்றற்ற கண்ணே பிறப்பறுக்கும் மற்று
நிலையாமை காணப் படும்.",1
quote_0350,350,"பற்றுக பற்றற்றான் பற்றினை அப்பற்றைப்
பற்றுக பற்று விடற்கு.",1
quote_0351,351,"பொருளல்ல வற்றைப் பொருளென்று உணரும்
மருளானாம் மாணாப் பிறப்பு.",1
quote_0352,352,"இருள்நீங்கி இன்பம் பயக்கும் மருள்நீங்கி
மாசறு காட்சி யவர்க்கு.",1
quote_0353,353,"ஐயத்தின் நீங்கித் தெளிந்தார்க்கு வையத்தின்
வானம் நணிய துடைத்து.",1
quote_0354,354,"ஐயுணர்வு எய்தியக் கண்ணும் பயமின்றே
மெய்யுணர்வு இல்லா தவர்க்கு.",1
quote_0355,355,"எப்பொருள் எத்தன்மைத் தாயினும் அப்பொருள்
மெய்ப்பொருள் காண்பது அறிவு.",1
quote_0356,356,"கற்றீண்டு மெய்ப்பொருள் கண்டார் தலைப்படுவர்
மற்றீண்டு வாரா நெறி.",1
quote_0357,357,"ஓர்த்துள்ளம் உள்ளது உணரின் ஒருதலையாப்
பேர்த்துள்ள வேண்டா பிறப்பு.",1
quote_0358,358,"பிறப்பென்னும் பேதைமை நீங்கச் சிறப்பென்னும்
செம்பொருள் காண்பது அறிவு.",1
quote_0359,359,"சார்புணர்ந்து சார்பு கெடஒழுகின் மற்றழித்துச்
சார்தரா சார்தரு நோய்.",1
quote_0360,360,"காமம் வெகுளி மயக்கம் இவ்முன்றன்
நாமம் கெடக்கெடும் நோய்.",1
quote_0361,361,"அவாஎன்ப எல்லா உயிர்க்கும் எஞ்
ஞான்றும் தவாஅப் பிறப்பீனும் வித்து.",1
quote_0362,362,"வேண்டுங்கால் வேண்டும் பிறவாமை மற்றது
வேண்டாமை வேண்ட வரும்.",1
quote_0363,363,"வேண்டாமை அன்ன விழுச்செல்வம் ஈண்டில்லை
ஆண்டும் அஃதொப்பது இல்.",1
quote_0364,364,"தூஉய்மை என்பது அவாவின்மை மற்றது
வாஅய்மை வேண்ட வரும்.",1
quote_0365,365,"அற்றவர் என்பார் அவாஅற்றார் மற்றையார்
அற்றாக அற்றது இலர்.",1
quote_0366,366,"அஞ்சுவ தோரும் அறனே ஒருவனை
வஞ்சிப்ப தோரும் அவா.",1
quote_0367,367,"அவாவினை ஆற்ற அறுப்பின் தவாவினை
தான்வேண்டு மாற்றான் வரும்.",1
quote_0368,368,"அவாஇல்லார்க் கில்லாகுந் துன்பம் அஃதுண்டேல்
தவாஅது மேன்மேல் வரும்.",1
quote_0369,369,"இன்பம் இடையறா தீண்டும் அவாவென்னும்
துன்பத்துள் துன்பங் கெடின்.",1
quote_0370,370,"ஆரா இயற்கை அவாநீப்பின் அந்நிலையே
பேரா இயற்கை தரும்.",1
quote_0371,371,"ஆகூழால் தோன்றும் அசைவின்மை கைப்பொருள்
போகூழால் தோன்றும் மடி.",1
quote_0372,372,"பேதைப் படுக்கும் இழவூழ் அறிவகற்றும்
ஆகலூழ் உற்றக் கடை.",1
quote_0373,373,"நுண்ணிய நூல்பல கற்பினும் மற்றுந்தன்
உண்மை யறிவே மிகும்.",1
quote_0374,374,"இருவேறு உலகத்து இயற்கை திருவேறு
தெள்ளிய ராதலும் வேறு.",1
quote_0375,375,"நல்லவை எல்லாஅந் தீயவாம் தீயவும்
நல்லவாம் செல்வம் செயற்கு.",1
quote_0376,376,"பரியினும் ஆகாவாம் பாலல்ல உய்த்துச்
சொரியினும் போகா தம.",1
quote_0377,377,"வகுத்தான் வகுத்த வகையல்லால் கோடி
தொகுத்தார்க்கு துய்த்தல் அரிது.",1
quote_0378,378,"துறப்பார்மன் துப்புர வில்லார் உறற்பால
ஊட்டா கழியு மெனின்.",1
quote_0379,379,"நன்றாங்கால் நல்லவாக் காண்பவர் அன்றாங்கால்
அல்லற் படுவ தெவன்?",1
quote_0380,380,"ஊழிற் பெருவலி யாவுள மற்றொன்று
சூழினுந் தான்முந் துறும்.",1
quote_0381,381,"படைகுடி கூழ்அமைச்சு நட்பரண் ஆறும்
உடையான் அரசருள் ஏறு.",1
quote_0382,382,"அஞ்சாமை ஈகை அறிவூக்கம் இந்நான்கும்
எஞ்சாமை வேந்தர்க் கியல்பு.",1
quote_0383,383,"தூங்காமை கல்வி துணிவுடைமை இம்மூன்றும்
நீங்கா நிலனான் பவர்க்கு.",1
quote_0384,384,"அறனிழுக்கா தல்லவை நீக்கி மறனிழுக்கா
மானம் உடைய தரசு.",1
quote_0385,385,"இயற்றலும் ஈட்டலுங் காத்தலும் காத்த
வகுத்தலும் வல்ல தரசு.",1
quote_0386,386,"காட்சிக் கெளியன் கடுஞ்சொல்லன் அல்லனேல்
மீக்கூறும் மன்னன் நிலம்",1
quote_0387,387,"இன்சொலால் ஈத்தளிக்க வல்லார்க்குத் தன்சொலால்
தான்கண் டனைத்திவ் வுலகு.",1
quote_0388,388,"முறைசெய்து காப்பாற்றும் மன்னவன் மக்கட்கு
இறையென்று வைக்கப் படும்.",1
quote_0389,389,"செவிகைப்பச் சொற்பொறுக்கும் பண்புடை வேந்தன்
கவிகைக்கீழ்த் தங்கும் உலகு.",1
quote_0390,390,"கொடையளி செங்கோல் குடியோம்பல் நான்கும்
உடையானாம் வேந்தர்க் கொளி.",1
quote_0391,391,"கற்க கசடறக் கற்பவை கற்றபின்
நிற்க அதற்குத் தக.",1
quote_0392,392,"எண்ணென்ப ஏனை எழுத்தென்ப இவ்விரண்
டும் கண்ணென்ப வாழும் உயிர்க்கு.",1
quote_0393,393,"கண்ணுடையர் என்பவர் கற்றோர் முகத்திரண்டு
புண்ணுடையர் கல்லா தவர்.",1
quote_0394,394,"உவப்பத் தலைக்கூடி உள்ளப் பிரிதல்
அனைத்தே புலவர் தொழில்.",1
quote_0395,395,"உடையார்முன் இல்லார்போல் ஏக்கற்றுங் கற்றார்
கடையரே கல்லா தவர்.",1
quote_0396,396,"தொட்டனைத் தூறும் மணற்கேணி மாந்தர்க்குக்
கற்றனைத் தூறும் அறிவு.",1
quote_0397,397,"யாதானும் நாடாமால் ஊராமால் என்னொருவன்
சாந்துணையுங் கல்லாத வாறு.",1
quote_0398,398,"ஒருமைக்கண் தான் கற்ற கல்வி
ஒருவற்கு எழுமையும் ஏமாப் புடைத்து.",1
quote_0399,399,"தாமின் புறுவது உலகின் புறக்
கண்டு காமுறுவர் கற்றறிந் தார்.",1
quote_0400,400,"கேடில் விழுச்செல்வம் கல்வி யொருவற்கு
மாடல்ல மற்றை யவை.",1
quote_0401,401,"அரங்கின்றி வட்டாடி யற்றே நிரம்பிய
நூலின்றிக் கோட்டி கொளல்.",1
quote_0402,402,"கல்லாதான் சொற்கா முறுதல் முலையிரண்டும்
இல்லாதாள் பெண்காமுற் றற்று.",1
quote_0403,403,"கல்லா தவரும் நனிநல்லர் கற்றார்முன்
சொல்லா திருக்கப் பெறின்.",1
quote_0404,404,"கல்லாதான் ஒட்பம் கழியநன் றாயினும்
கொள்ளார் அறிவுடை யார்.",1
quote_0405,405,"கல்லா ஒருவன் தகைமை தலைப்பெய்து
சொல்லாடச் சோர்வு படும்.",1
quote_0406,406,"உளரென்னும் மாத்திரையர் அல்லால் பயவாக்
களரனையர் கல்லா தவர்.",1
quote_0407,407,"நுண்மாண் நுழைபுலம் இல்லான் எழில்நலம்
மண்மாண் புனைபாவை யற்று.",1
quote_0408,408,"நல்லார்கண் பட்ட வறுமையின் இன்னாதே
கல்லார்கண் பட் ட திரு.",1
quote_0409,409,"மேற்பிறந்தா ராயினும் கல்லாதார் கீழ்ப்பிறந்தும்
கற்றார் அனைத்திலர் பாடு.",1
quote_0410,410,"விலங்கொடு மக்கள் அனையர் இலங்குநூல்
கற்றாரோடு ஏனை யவர்.",1
quote_0411,411,"செல்வத்துட் செல்வஞ் செவிச்செல்வம் அச்செல்வம்
செல்வத்து ளெல்லாந் தலை.",1
quote_0412,412,"செவுக்குண வில்லாத போழ்து சிறிது
வயிற்றுக்கும் ஈயப் படும்.",1
quote_0413,413,"செவியுணவிற் கேள்வி யுடையார் அவியுணவின்
ஆன்றாரோ டொப்பர் நிலத்து.",1
quote_0414,414,"கற்றில னாயினுங் கேட்க அஃதொருவற்கு
ஒற்கத்தின் ஊற்றாந் துணை.",1
quote_0415,415,"இழுக்கல் உடையுழி ஊற்றுக்கோல் அற்றே
ஒழுக்க முடையார்வாய்ச் சொல்.",1
quote_0416,416,"எனைத்தானும் நல்லவை கேட்க அனைத்தானும்
ஆன்ற பெருமை தரும்.",1
quote_0417,417,"பிழைத் துணர்ந்தும் பேதைமை சொல்லா
ரிழைத்துணர்ந் தீண்டிய கேள்வி யவர்.",1
quote_0418,418,"கேட்பினுங் கேளாத் தகையவே கேள்வியால்
தோட்கப் படாத செவி.",1
quote_0419,419,"நுணங்கிய கேள்விய ரல்லார் வணங்கிய
வாயின ராதல் அரிது.",1
quote_0420,420,"செவியிற் சுவையுணரா வாயுணர்வின் மாக்கள்
அவியினும் வாழினும் என்?",1
quote_0421,421,"அறிவற்றங் காக்குங் கருவி செறுவார்க்கும்
உள்ளழிக்க லாகா அரண்.",1
quote_0422,422,"சென்ற இடத்தால் செலவிடா தீதொரீஇ
நன்றின்பால் உய்ப்ப தறிவு.",1
quote_0423,423,"எப்பொருள் யார்யார்வாய்க் கேட்பினும் அப்பொருள்
மெய்ப்பொருள் காண்ப தறிவு.",1
quote_0424,424,"எண்பொருள வாகச் செலச்சொல்லித் தான்பிறர்வாய்
நுண்பொருள் காண்ப தறிவு.",1
quote_0425,425,"உலகம் தழீஇய தொட்பம் மலர்தலும்
கூம்பலும் இல்ல தறிவு.",1
quote_0426,426,"எவ்வ துறைவது உலகம் உலகத்தோடு
அவ்வ துறைவ தறிவு.",1
quote_0427,427,"அறிவுடையார் ஆவ தறிவார் அறிவிலார்
அஃதறி கல்லா தவர்.",1
quote_0428,428,"அஞ்சுவ தஞ்சாமை பேதைமை அஞ்சுவது
அஞ்சல் அறிவார் தொழில்.",1
quote_0429,429,"எதிரதாக் காக்கும் அறிவினார்க் கில்லை
அதிர வருவதோர் நோய்.",1
quote_0430,430,"அறிவுடையார் எல்லா முடையார் அறிவிலார்
என்னுடைய ரேனும் இலர்.",1
quote_0431,431,"செருக்குஞ் சினமும் சிறுமையும் இல்லார்
பெருக்கம் பெருமித நீர்த்து.",1
quote_0432,432,"இவறலும் மாண்பிறந்த மானமும் மாணா
உவகையும் ஏதம் இறைக்கு.",1
quote_0433,433,"தினைத்துணையாங் குற்றம் வரினும் பனைத்துணையாக்
கொள்வர் பழிநாணு வார்.",1
quote_0434,434,"குற்றமே காக்க பொருளாகக் குற்றமே
அற்றந் த்ரூஉம் பகை.",1
quote_0435,435,"வருமுன்னர்க் காவாதான் வாழ்க்கை எரிமுன்னர்
வைத்தூறு போலக் கெடும்.",1
quote_0436,436,"தன்குற்றம் நீக்கிப் பிறர்குற்றங் காண்கிற்பின்
என்குற்ற மாகும் இறைக்கு?",1
quote_0437,437,"செயற்பால செய்யா திவறியான் செல்வம்
உயற்பால தன்றிக் கெடும்.",1
quote_0438,438,"பற்றுள்ளம் என்னும் இவறன்மை எற்றுள்ளும்
எண்ணப் படுவதொன் றன்று.",1
quote_0439,439,"வியவற்க எஞ்ஞான்றும் தன்னை நயவற்க
நன்றி பயவா வினை.",1
quote_0440,440,"காதல காதல் அறியாமை உய்க்கிற்பின்
ஏதில ஏதிலார் நூல்.",1
quote_0441,441,"அறனறிந்து மூத்த அறிவுடையார் கேண்மை
திறனறிந்து தேர்ந்து கொளல்.",1
quote_0442,442,"உற்றநோய் நீக்கி உறாஅமை முற்காக்கும்
பெற்றியார்ப் பேணிக் கொளல்.",1
quote_0443,443,"அரியவற்று ளெல்லாம் அரிதே பெரியாரைப்
பேணித் தமராக் கொளல்.",1
quote_0444,444,"தம்மிற் பெரியார் தமரா ஒழுகுதல்
வன்மையு ளெல்லாந் தலை.",1
quote_0445,445,"சூழ்வார்கண் ணாக ஒழுகலான் மன்னவன்
சூழ்வாரைக் சூழ்ந்து கொளல்.",1
quote_0446,446,"தக்கா ரினத்தனாய்த் தானொழுக வல்லானைச்
செற்றார் செயக்கிடந்த தில்.",1
quote_0447,447,"இடிக்குந் துணையாரை யாள்வரை யாரே
கெடுக்குந் தகைமை யவர்.",1
quote_0448,448,"இடிப்பாரை இல்லாத ஏமரா மன்னன்
கெடுப்பா ரிலானுங் கெடும்.",1
quote_0449,449,"முதலிலார்க ஊதிய மில்லை மதலையாஞ்
சார்பிலார்க் கில்லை நிலை.",1
quote_0450,450,"பல்லார் பகை கொளலிற் பத்தடுத்த
தீமைத்தே நல்லார் தொடர்கை விடல்.",1
quote_0451,451,"சிற்றினம் அஞ்சும் பெருமை சிறுமைதான்
சுற்றமாச் சூழ்ந்து விடும்.",1
quote_0452,452,"நிலத்தியல்பால் நீர்திரிந் தற்றாகும் மாந்தர்க்கு
இனத்தியல்ப தாகும் அறிவு.",1
quote_0453,453,"மனத்தானாம் மாந்தர்க் குணர்ச்சி இனத்தானாம்
இன்னான் எனப்படுஞ் சொல்.",1
quote_0454,454,"மனத்து ளதுபோலக் காட்டி ஒருவற்கு
இனத்துள தாகும் அறிவு.",1
quote_0455,455,"மனந்தூய்மை செய்வினை தூய்மை இரண்டும்
இனந்தூய்மை தூவா வரும்.",1
quote_0456,456,"மனந்தூயார்க் கெச்சம்நன் றாகும் இனந்தூயார்க்கு
இல்லைநன் றாகா வினை.",1
quote_0457,457,"மனநலம் மன்னுயிர்க் காக்கம் இனநலம்
எல்லாப் புகழும் தரும்.",1
quote_0458,458,"மனநலம் நன்குடைய ராயினும் சான்றோர்க்கு
இனநலம் ஏமாப் புடைத்து.",1
quote_0459,459,"மனநலத்தின் ஆகும் மறுமைமற் றஃதும்
இனநலத்தின் ஏமாப் புடைத்து.",1
quote_0460,460,"நல்லினத்தி னூங்குந் துணையில்லை தீயினத்தின்
அல்லற் படுப்பதூஉம் இல்.",1
quote_0461,461,"அழிவதூஉம் ஆவதூஉம் ஆகி வழிபயக்கும்
ஊதியமும் சூழ்ந்து செயல்.",1
quote_0462,462,"தெரிந்த இனத்தொடு தேர்ந்தெண்ணிச் செய்வார்க்கு
அரும்பொருள் யாதொன்றும் இல்",1
quote_0463,463,"ஆக்கம் கருதி முதலிழக்கும் செய்வினை
ஊக்கார் அறிவுடை யார்.",1
quote_0464,464,"தெளிவி லதனைத் தொடங்கார் இளிவென்னும்
ஏதப்பாடு அஞ்சு பவர்.",1
quote_0465,465,"வகையறச் சூழா தெழுதல் பகைவரைப்
பாத்திப் படுப்பதோ ராறு.",1
quote_0466,466,"செய்தக்க அல்ல செயக் கெடும்
செய்தக்க செய்யாமை யானுங் கெடும்.",1
quote_0467,467,"எண்ணித் துணிக கருமம் துணிந்தபின்
எண்ணுவம் என்பது இழுக்கு.",1
quote_0468,468,"ஆற்றின் வருந்தா வருத்தம் பலர்நின்று
போற்றினும் பொத்துப் படும்.",1
quote_0469,469,"நன்றாற்ற லுள்ளுந் தவுறுண்டு அவரவர்
பண்பறிந் தாற்றாக் கடை.",1
quote_0470,470,"எள்ளாத எண்ணிச் செயல்வேண்டும் தம்மோடு
கொள்ளாத கொள்ளாது உலகு.",1
quote_0471,471,"வினைவலியும் தன்வலியும் மாற்றான் வலியும்
துணைவலியும் தூக்கிச் செயல்.",1
quote_0472,472,"ஒல்வ தறிவது அறிந்ததன் கண்தங்கிச்
செல்வார்க்குச் செல்லாதது இல்.",1
quote_0473,473,"உடைத்தம் வலியறியார் ஊக்கத்தின் ஊக்கி
இடைக்கண் முரிந்தார் பலர்.",1
quote_0474,474,"அமைந்தாங் கொழுகான் அளவறியான் தன்னை
வியந்தான் விரைந்து கெடும்.",1
quote_0475,475,"பீலிபெய் சாகாடும் அச்சிறும் அப்பண்டஞ்
சால மிகுத்துப் பெயின்.",1
quote_0476,476,"நுனிக்கொம்பர் ஏறினார் அஃதிறந் தூக்கின்
உயிர்க்கிறுதி ஆகி விடும்.",1
quote_0477,477,"ஆற்றின் அறவறிந்து ஈக அதுபொருள்
போற்றி வழங்கு நெறி.",1
quote_0478,478,"ஆகாறு அளவிட்டி தாயினுங் கேடில்லை
போகாறு அகலாக் கடை.",1
quote_0479,479,"அளவற஧ந்து வாழாதான் வாழ்க்கை உளபோல
இல்லாகித் தோன்றாக் கெடும்.",1
quote_0480,480,"உளவரை தூக்காத ஒப்புர வாண்மை
வளவரை வல்லைக் கெடும்.",1
quote_0481,481,"பகல்வெல்லும் கூகையைக் காக்கை இகல்வெல்லும்
வேந்தர்க்கு வேண்டும் பொழுது.",1
quote_0482,482,"பருவத்தோடு ஒட்ட ஒழுகல் திருவினைத்
தீராமை ஆர்க்குங் கயிறு.",1
